Song Name,Year,Artist,Genre,Rating,Mood,Play Count,Album,Duration,Language,Tempo,Energy,Danceability,Valence,Acousticness,Speechiness
Waves the Heart (Pop),2024,Olivia Rodrigo,Pop,4.39,Calm,16,Rodrigo Sessions Vol. 3,188,English,109.1,0.387,0.685,0.556,0.219,0.069
Home of Dreams,2010,Rosalía,Latin,3.69,Motivational,14,Rosalía Sessions Vol. 2,278,Spanish,100.4,0.922,0.59,0.651,0.0,0.034
Dreams in Heart,2001,Kanye West,Hip-Hop,4.35,Energetic,30,West Sessions Vol. 5,203,English,97.9,0.795,0.697,0.586,0.061,0.371
Roads to Alone,2015,Linkin Park,Rock,4.01,Happy,41,Park Sessions Vol. 6,237,English,111.6,0.694,0.813,0.52,0.341,0.028
Sun the Paradise,1996,Calvin Harris,Electronic,3.94,Chill,40,Harris Sessions Vol. 3,206,Instrumental,128.8,0.808,0.712,0.515,0.055,0.044
Memories of Echoes,1994,Jamie Cullum,Jazz,4.82,Chill,5,Cullum Sessions Vol. 3,200,English,90.2,0.5,0.328,0.604,0.656,0.034
River in River,1994,Norah Jones,Jazz,4.84,Chill,29,Jones Sessions Vol. 1,251,Instrumental,99.3,0.494,0.518,0.58,0.514,0.067
Light of Light,2008,BLACKPINK,K-Pop,4.4,Chill,9,BLACKPINK Sessions Vol. 6,220,Korean,98.3,0.609,0.909,0.579,0.296,0.075
Tame's Feel of Horizon,2024,Tame Impala,Indie,4.43,Energetic,95,Impala Sessions Vol. 2,183,English,120.0,0.674,0.732,0.425,0.515,0.129
Forever with Silence,2017,David Guetta,Electronic,3.13,Happy,8,Guetta Sessions Vol. 6,172,English,127.2,0.858,0.825,0.525,0.052,0.071
Moon of Fire,2008,Yiruma,Classical,3.93,Calm,27,Yiruma Sessions Vol. 2,299,Instrumental,92.5,0.313,0.142,0.593,0.873,0.061
Storm of Memories (Latin),2001,Rosalía,Latin,4.0,Romantic,7,Rosalía Sessions Vol. 6,176,Spanish,96.3,0.39,0.701,1.0,0.147,0.131
Storm with River,2009,Tame Impala,Indie,4.52,Chill,17,Impala Sessions Vol. 5,190,English,93.1,0.579,0.613,0.486,0.378,0.004
Light in Heart (Latin),2010,Rosalía,Latin,3.82,Romantic,15,Rosalía Sessions Vol. 2,137,Spanish,142.4,0.396,0.808,0.836,0.259,0.176
Memories the Silence,2010,The Weeknd,Pop,3.88,Happy,14,Weeknd Sessions Vol. 3,145,English,85.2,0.889,0.713,0.86,0.25,0.031
Waves with Night,1998,Marshmello,Electronic,3.73,Energetic,53,Marshmello Sessions Vol. 4,180,Instrumental,126.2,0.931,0.715,0.577,0.023,0.016
Sun the Light,2024,Max Richter,Classical,4.5,Calm,3,Richter Sessions Vol. 1,215,Instrumental,80.2,0.204,0.213,0.485,0.904,0.072
Echoes and Sun,1991,Coldplay,Rock,3.68,Sad,146,Coldplay Sessions Vol. 4,229,English,127.3,0.803,0.54,0.542,0.293,0.033
Silence of Roads,2004,J. Cole,Hip-Hop,4.25,Energetic,68,Cole Sessions Vol. 6,261,English,101.0,0.809,0.709,0.356,0.092,0.221
Fire with Roads,1994,Bad Bunny,Latin,4.35,Romantic,35,Bunny Sessions Vol. 4,266,Spanish,118.2,0.577,0.826,1.0,0.203,0.089
Light to Light,2009,Norah Jones,Jazz,4.45,Melancholic,290,Jones Sessions Vol. 6,132,English,60.8,0.354,0.441,0.388,0.585,0.068
Echoes in Light (Pop),2016,Dua Lipa,Pop,3.34,Romantic,34,Lipa Sessions Vol. 4,222,English,88.7,0.698,0.684,0.508,0.2,0.145
Heart for Glow,1997,Red Hot Chili Peppers,Rock,4.04,Chill,10,Peppers Sessions Vol. 4,178,English,151.7,0.931,0.688,0.654,0.258,0.114
Sun to Light,2015,Nicki Minaj,Hip-Hop,3.75,Sad,9,Minaj Sessions Vol. 6,276,English,102.0,0.801,0.777,0.528,0.153,0.244
Stars to Fire,2005,A.R. Rahman,Bollywood,4.49,Chill,48,Rahman Sessions Vol. 4,241,Hindi,94.5,0.624,0.797,0.567,0.378,0.077
Sky with Again (Classical),2008,Max Richter,Classical,5.0,Chill,56,Richter Sessions Vol. 6,148,Instrumental,71.3,0.415,0.231,0.541,0.927,0.038
Silence and Sky,1997,Linkin Park,Rock,3.82,Happy,35,Park Sessions Vol. 2,185,English,90.4,0.874,0.165,0.746,0.222,0.02
Moon of Horizon,1993,Linkin Park,Rock,3.93,Energetic,37,Park Sessions Vol. 3,271,English,165.0,0.924,0.625,0.396,0.083,0.108
Moon in Light,2024,Coldplay,Rock,4.46,Chill,14,Coldplay Sessions Vol. 4,199,English,125.1,0.79,0.279,0.646,0.221,0.039
Memories for Moon,2008,Jamie Cullum,Jazz,3.93,Chill,31,Cullum Sessions Vol. 5,287,English,117.5,0.409,0.514,0.519,0.267,0.065
Waves for River,2008,Max Richter,Classical,4.29,Calm,52,Richter Sessions Vol. 2,214,Instrumental,62.3,0.184,0.214,0.539,0.926,0.008
Home in Heart (Electronic),1990,David Guetta,Electronic,5.0,Calm,8,Guetta Sessions Vol. 1,225,Instrumental,125.9,0.717,0.846,0.604,0.0,0.092
River of Horizon,2025,David Guetta,Electronic,4.04,Energetic,168,Guetta Sessions Vol. 1,247,English,88.7,0.753,0.714,0.163,0.097,0.024
Heart with Waves,2014,Calvin Harris,Electronic,4.51,Energetic,39,Harris Sessions Vol. 5,219,English,82.9,0.925,0.784,0.395,0.111,0.036
Forever of Heart (K-Pop),1998,BLACKPINK,K-Pop,4.05,Chill,4,BLACKPINK Sessions Vol. 3,156,Korean,121.2,0.569,0.523,0.63,0.412,0.049
Dance with Home,1993,Hans Zimmer,Classical,3.96,Calm,45,Zimmer Sessions Vol. 4,181,Instrumental,102.2,0.26,0.212,0.451,0.878,0.024
Gravity with Feel (Pop),1994,Dua Lipa,Pop,3.66,Happy,3,Lipa Sessions Vol. 6,277,English,94.8,0.685,0.689,0.842,0.443,0.06
Dreams with Stars,2003,Diana Krall,Jazz,4.37,Calm,60,Krall Sessions Vol. 1,218,Instrumental,87.3,0.389,0.353,0.648,0.605,0.047
Echoes for Horizon,2000,Norah Jones,Jazz,3.66,Sad,22,Jones Sessions Vol. 4,256,English,75.2,0.351,0.233,0.196,0.799,0.028
Again in Feel,1992,Marshmello,Electronic,4.44,Happy,3,Marshmello Sessions Vol. 1,120,English,112.5,0.734,0.935,1.0,0.005,0.085
Storm with Again (Pop),1996,Taylor Swift,Pop,4.57,Energetic,140,Swift Sessions Vol. 6,210,English,118.8,0.998,0.658,0.083,0.0,0.141
Gravity in Silence,2014,Phoebe Bridgers,Indie,4.6,Chill,11,Bridgers Sessions Vol. 4,120,English,101.8,0.645,0.552,0.453,0.82,0.125
River for Night,2005,Foo Fighters,Rock,4.45,Happy,172,Fighters Sessions Vol. 6,315,English,117.5,0.888,0.831,0.829,0.262,0.057
Roads for Roads,2013,Hans Zimmer,Classical,3.43,Sad,28,Zimmer Sessions Vol. 6,189,Instrumental,77.7,0.308,0.17,0.075,0.922,0.004
Light in Roads,2002,Calvin Harris,Electronic,4.22,Energetic,14,Harris Sessions Vol. 3,242,English,109.6,1.0,0.765,0.629,0.105,0.072
Light in Light,1995,Ed Sheeran,Pop,4.59,Happy,19,Sheeran Sessions Vol. 6,171,English,88.4,1.0,0.66,0.859,0.285,0.05
Night for Light (Indie),2007,The 1975,Indie,3.85,Happy,22,1975 Sessions Vol. 4,195,English,123.3,0.722,0.49,0.644,0.556,0.144
River with Roads,1996,SEVENTEEN,K-Pop,4.13,Chill,13,SEVENTEEN Sessions Vol. 3,172,Korean,85.5,0.705,0.607,0.555,0.177,0.186
Moon to Sun,1993,Shreya Ghoshal,Bollywood,3.33,Happy,351,Ghoshal Sessions Vol. 2,225,Hindi,84.6,0.775,0.71,0.722,0.164,0.049
Roads of Storm,1994,Red Hot Chili Peppers,Rock,4.83,Chill,28,Peppers Sessions Vol. 1,256,English,124.6,0.634,0.555,0.4,0.143,0.066
Dance to Fire,2009,Lorde,Indie,4.24,Chill,7,Lorde Sessions Vol. 1,199,English,119.1,0.585,0.568,0.549,0.691,0.143
Light of Again,2012,Hans Zimmer,Classical,3.25,Calm,17,Zimmer Sessions Vol. 5,251,Instrumental,95.3,0.213,0.274,0.435,0.895,0.038
Rush and Sky,2001,Ludovico Einaudi,Classical,5.0,Calm,45,Einaudi Sessions Vol. 6,202,Instrumental,80.0,0.225,0.434,0.574,0.936,0.011
Sky in Love,2020,BTS,K-Pop,3.99,Calm,10,BTS Sessions Vol. 3,218,Korean,127.8,0.393,0.7,0.586,0.169,0.02
Light of Echoes,2007,TWICE,K-Pop,4.61,Happy,45,TWICE Sessions Vol. 2,190,Korean,103.6,0.887,0.796,0.605,0.292,0.027
Stars for Again,1990,Ed Sheeran,Pop,3.68,Sad,17,Sheeran Sessions Vol. 4,151,English,102.9,0.849,0.795,0.674,0.188,0.045
Love in Memories,2003,David Guetta,Electronic,4.35,Energetic,9,Guetta Sessions Vol. 4,197,Instrumental,150.5,0.806,0.801,0.414,0.151,0.059
Sun of Dreams,2015,Imagine Dragons,Rock,4.59,Happy,16,Dragons Sessions Vol. 3,246,English,115.3,0.91,0.608,0.804,0.0,0.016
Rush and Horizon,2018,Hans Zimmer,Classical,5.0,Calm,47,Zimmer Sessions Vol. 4,199,Instrumental,60.0,0.118,0.396,0.495,0.859,0.003
Storm to Forever,2001,Phoebe Bridgers,Indie,3.61,Happy,58,Bridgers Sessions Vol. 6,204,English,133.2,0.638,0.571,0.402,0.562,0.12
Dreams to Dreams (Classical),2023,Max Richter,Classical,4.99,Calm,22,Richter Sessions Vol. 3,205,Instrumental,60.7,0.221,0.278,0.416,0.965,0.0
Moon and Gravity (Latin),2014,Shakira,Latin,3.89,Calm,7,Shakira Sessions Vol. 5,212,Spanish,127.5,0.673,0.771,0.508,0.227,0.028
Light in Dreams,2001,BLACKPINK,K-Pop,3.82,Romantic,24,BLACKPINK Sessions Vol. 5,215,Korean,94.8,0.592,0.681,0.784,0.389,0.026
Silence with Storm,2011,Ariana Grande,Pop,4.71,Motivational,40,Grande Sessions Vol. 2,197,English,108.2,0.739,0.741,0.5,0.205,0.127
Heart for Light (Electronic),1991,Zedd,Electronic,4.55,Happy,42,Zedd Sessions Vol. 4,261,Instrumental,110.3,0.691,0.868,0.915,0.04,0.076
Forever with Light,2002,David Guetta,Electronic,3.8,Energetic,112,Guetta Sessions Vol. 2,190,Instrumental,119.1,0.975,0.752,0.273,0.039,0.0
Paradise to Memories (Indie),2007,Phoebe Bridgers,Indie,4.29,Happy,18,Bridgers Sessions Vol. 1,206,English,118.6,0.521,0.651,0.339,0.638,0.081
Sun with Paradise,2013,Hans Zimmer,Classical,4.55,Sad,21,Zimmer Sessions Vol. 1,151,Instrumental,77.7,0.176,0.272,0.152,0.956,0.047
Waves in Again,2009,Dua Lipa,Pop,4.82,Energetic,4,Lipa Sessions Vol. 4,189,English,149.1,0.665,1.0,0.585,0.243,0.035
Love in Horizon,2001,Foo Fighters,Rock,4.98,Energetic,50,Fighters Sessions Vol. 4,232,English,157.5,0.59,0.659,0.689,0.169,0.094
Dance the Forever,2008,Yiruma,Classical,4.36,Calm,3,Yiruma Sessions Vol. 5,249,Instrumental,83.2,0.2,0.239,0.468,0.95,0.024
Glow for Run,1993,Rosalía,Latin,3.86,Happy,25,Rosalía Sessions Vol. 1,191,Spanish,83.7,0.722,0.639,0.719,0.0,0.032
Horizon to Roads (Classical),2006,Ludovico Einaudi,Classical,3.99,Melancholic,9,Einaudi Sessions Vol. 6,153,Instrumental,83.3,0.209,0.122,0.34,0.83,0.027
Dreams to Silence,1994,SEVENTEEN,K-Pop,5.0,Melancholic,18,SEVENTEEN Sessions Vol. 3,262,Korean,154.3,0.712,0.743,0.518,0.248,0.112
Sky for Paradise (Electronic),1998,Calvin Harris,Electronic,3.93,Happy,29,Harris Sessions Vol. 2,230,Instrumental,95.2,0.772,0.74,0.754,0.083,0.094
Light of Hold,2006,Linkin Park,Rock,4.53,Happy,29,Park Sessions Vol. 4,187,English,126.7,0.678,0.56,0.567,0.153,0.031
Glow in River,2021,Max Richter,Classical,4.17,Melancholic,6,Richter Sessions Vol. 6,193,Instrumental,80.9,0.249,0.126,0.31,0.82,0.022
Dreams with Light,2007,The 1975,Indie,3.67,Chill,9,1975 Sessions Vol. 2,207,English,93.6,0.628,0.547,0.503,0.455,0.116
Storm and Run,2023,Travis Scott,Hip-Hop,3.47,Energetic,327,Scott Sessions Vol. 2,202,English,91.7,0.884,0.688,0.672,0.061,0.284
Memories in Sky,2021,J Balvin,Latin,3.32,Happy,6,Balvin Sessions Vol. 2,172,Spanish,131.0,0.645,0.845,0.907,0.283,0.151
Memories in Roads (Hip-Hop),2023,Kendrick Lamar,Hip-Hop,3.55,Happy,33,Lamar Sessions Vol. 1,303,English,96.9,0.716,0.855,0.717,0.0,0.255
Forever the Sun,1997,Rosalía,Latin,3.81,Happy,7,Rosalía Sessions Vol. 2,207,Spanish,78.3,0.667,0.9,0.822,0.372,0.078
Night in Again,1999,J Balvin,Latin,5.0,Happy,30,Balvin Sessions Vol. 5,214,Spanish,115.8,0.766,0.899,0.803,0.409,0.0
Echoes for Forever,2007,Yiruma,Classical,3.87,Sad,25,Yiruma Sessions Vol. 3,213,Instrumental,75.7,0.297,0.066,0.242,0.877,0.024
Dance in Gravity,2020,Sonu Nigam,Bollywood,3.99,Chill,11,Nigam Sessions Vol. 5,134,Hindi,121.0,0.785,0.594,0.683,0.246,0.097
Paradise in Love,2019,Diana Krall,Jazz,4.22,Romantic,10,Krall Sessions Vol. 4,227,Instrumental,92.0,0.513,0.261,0.302,0.75,0.028
Horizon for Moon,2008,Imagine Dragons,Rock,4.98,Calm,4,Dragons Sessions Vol. 3,237,English,119.5,0.737,0.385,0.499,0.167,0.1
Fire and Stars,2024,Kamasi Washington,Jazz,3.2,Happy,4,Washington Sessions Vol. 3,186,Instrumental,91.0,0.557,0.492,0.354,0.627,0.088
Silence to Gravity,2006,Coldplay,Rock,4.49,Motivational,30,Coldplay Sessions Vol. 1,211,English,117.0,0.873,0.636,0.665,0.162,0.054
Sun and Home,2024,Taylor Swift,Pop,4.4,Happy,44,Swift Sessions Vol. 4,150,English,117.2,0.586,0.992,0.382,0.098,0.123
Dance and Heart,2002,Arctic Monkeys,Indie,3.36,Calm,40,Monkeys Sessions Vol. 4,143,English,91.7,0.714,0.647,0.531,0.493,0.098
Sky for Silence,1992,Linkin Park,Rock,3.72,Motivational,5,Park Sessions Vol. 4,155,English,107.6,0.791,0.676,0.645,0.221,0.113
Storm with Memories (Latin),2017,Rosalía,Latin,4.76,Calm,1,Rosalía Sessions Vol. 5,313,Spanish,159.0,0.651,1.0,0.433,0.0,0.121
Sky and Heart,2001,Tame Impala,Indie,4.08,Chill,52,Impala Sessions Vol. 3,239,English,126.7,0.495,0.516,0.577,0.267,0.0
Sun for Horizon,1998,Bad Bunny,Latin,3.67,Energetic,42,Bunny Sessions Vol. 5,231,Spanish,117.3,0.736,0.849,0.531,0.385,0.127
Fire and Paradise,2000,Lorde,Indie,4.33,Calm,14,Lorde Sessions Vol. 5,187,English,60.0,0.386,0.549,0.472,0.434,0.077
Stars to Sky,2006,Sonu Nigam,Bollywood,4.61,Sad,63,Nigam Sessions Vol. 4,292,Hindi,108.6,0.677,0.672,0.473,0.219,0.055
Roads to Horizon,2005,BTS,K-Pop,4.18,Sad,17,BTS Sessions Vol. 3,237,Korean,114.3,0.694,0.564,0.649,0.284,0.061
Moon of Echoes,2004,Ed Sheeran,Pop,4.09,Happy,166,Sheeran Sessions Vol. 3,255,English,112.1,0.895,0.962,0.884,0.049,0.05
Horizon for Paradise,1994,A.R. Rahman,Bollywood,4.9,Melancholic,25,Rahman Sessions Vol. 1,224,Hindi,125.1,0.598,0.847,0.435,0.165,0.129
Light for Stars,2011,Linkin Park,Rock,4.26,Happy,11,Park Sessions Vol. 6,258,English,132.4,0.688,0.675,0.712,0.109,0.07
Hold of Glow,2000,Arctic Monkeys,Indie,3.75,Sad,7,Monkeys Sessions Vol. 4,240,English,90.9,0.636,0.815,0.299,0.402,0.129
Dreams for Stars,2005,SEVENTEEN,K-Pop,4.36,Chill,88,SEVENTEEN Sessions Vol. 1,204,Korean,122.9,0.432,0.545,0.59,0.307,0.091
Moon for Light,1991,Coldplay,Rock,4.63,Energetic,92,Coldplay Sessions Vol. 6,290,English,91.3,0.966,0.434,0.38,0.126,0.038
Sun and Light,2006,Shreya Ghoshal,Bollywood,5.0,Melancholic,15,Ghoshal Sessions Vol. 6,130,Hindi,97.1,0.403,0.696,0.37,0.325,0.045
Horizon and Silence,2009,J. Cole,Hip-Hop,3.7,Chill,13,Cole Sessions Vol. 2,228,English,86.2,0.594,0.647,0.565,0.114,0.307
Night of Home,2003,Shreya Ghoshal,Bollywood,4.52,Chill,13,Ghoshal Sessions Vol. 6,200,Hindi,97.9,0.542,0.788,0.507,0.197,0.019
Feel with Glow,2003,Arijit Singh,Bollywood,4.74,Energetic,7,Singh Sessions Vol. 2,192,Hindi,152.2,0.801,0.806,0.494,0.068,0.067
Dance with Stars,2017,The 1975,Indie,4.16,Chill,15,1975 Sessions Vol. 1,188,English,97.5,0.58,0.664,0.351,0.578,0.029
Moon for Stars (Classical),2004,Hans Zimmer,Classical,4.13,Calm,18,Zimmer Sessions Vol. 5,187,Instrumental,60.0,0.202,0.138,0.47,0.979,0.019
Silence for Waves,2000,Tame Impala,Indie,4.01,Chill,7,Impala Sessions Vol. 5,141,English,88.0,0.493,0.654,0.529,0.585,0.083
Waves the Sky,1998,Shakira,Latin,4.77,Chill,59,Shakira Sessions Vol. 1,174,Spanish,98.3,0.576,0.726,0.591,0.235,0.073
Dreams of Feel (Electronic),2024,Marshmello,Electronic,3.97,Happy,2,Marshmello Sessions Vol. 2,244,Instrumental,111.6,0.863,0.793,0.595,0.052,0.026
Sky in Rush,2015,The Weeknd,Pop,4.86,Happy,66,Weeknd Sessions Vol. 4,281,English,118.6,0.632,0.727,0.902,0.155,0.118
Sun with Hold,2024,The 1975,Indie,4.34,Chill,18,1975 Sessions Vol. 1,271,English,76.5,0.526,0.625,0.528,0.501,0.132
Storm and Horizon,2004,Hans Zimmer,Classical,4.02,Melancholic,21,Zimmer Sessions Vol. 6,182,Instrumental,74.8,0.11,0.081,0.31,0.902,0.022
Night with Echoes (Jazz),2019,Diana Krall,Jazz,3.59,Melancholic,235,Krall Sessions Vol. 5,179,Instrumental,100.8,0.474,0.588,0.48,0.395,0.047
Home with Run,2022,Sonu Nigam,Bollywood,5.0,Romantic,48,Nigam Sessions Vol. 6,200,Hindi,118.2,0.59,0.743,0.703,0.206,0.078
Paradise for Alone,1999,Norah Jones,Jazz,4.22,Melancholic,8,Jones Sessions Vol. 1,246,Instrumental,102.0,0.479,0.477,0.671,0.702,0.072
Again of Night,2002,Diana Krall,Jazz,4.67,Chill,25,Krall Sessions Vol. 2,163,English,88.2,0.492,0.557,0.6,0.42,0.03
Sky with Roads,1997,Zedd,Electronic,5.0,Melancholic,6,Zedd Sessions Vol. 1,309,English,133.0,0.805,0.901,0.534,0.039,0.073
Memories with Roads,2000,Ariana Grande,Pop,3.85,Happy,39,Grande Sessions Vol. 3,238,English,117.0,0.868,0.448,0.888,0.196,0.05
Forever and Sky,2006,SEVENTEEN,K-Pop,3.97,Happy,8,SEVENTEEN Sessions Vol. 5,165,Korean,100.8,0.665,0.571,0.592,0.103,0.026
Glow and Light,1990,Avicii,Electronic,4.48,Chill,6,Avicii Sessions Vol. 4,151,English,129.9,0.86,0.856,0.677,0.052,0.081
Sun to Night,2021,BTS,K-Pop,3.16,Chill,27,BTS Sessions Vol. 6,178,Korean,113.7,0.61,1.0,0.645,0.292,0.108
Rush of Memories,2004,Kamasi Washington,Jazz,4.04,Chill,19,Washington Sessions Vol. 6,196,English,109.0,0.476,0.65,0.602,0.647,0.019
Run in Stars,2015,Arctic Monkeys,Indie,4.35,Calm,147,Monkeys Sessions Vol. 5,201,English,94.2,0.626,0.629,0.183,0.577,0.05
Sky the Horizon,1993,Calvin Harris,Electronic,4.22,Motivational,40,Harris Sessions Vol. 1,261,Instrumental,140.3,0.74,0.767,0.616,0.047,0.036
Hold with Light,2020,Lorde,Indie,4.09,Calm,3,Lorde Sessions Vol. 1,204,English,102.8,0.637,0.738,0.304,0.56,0.126
Drake's Dreams for Moon,1992,Drake,Hip-Hop,4.51,Energetic,12,Drake Sessions Vol. 5,172,English,82.6,0.924,0.69,0.618,0.127,0.403
Home in Gravity,2004,TWICE,K-Pop,4.54,Chill,8,TWICE Sessions Vol. 5,244,Korean,117.8,0.596,0.616,0.507,0.112,0.065
David's Dreams to Rush (Electronic),2001,David Guetta,Electronic,3.65,Calm,14,Guetta Sessions Vol. 6,247,Instrumental,132.5,0.718,0.809,0.271,0.0,0.0
Rush and Paradise,2018,Shakira,Latin,3.02,Happy,30,Shakira Sessions Vol. 6,217,Spanish,101.0,0.72,0.53,0.822,0.125,0.059
Sun of Gravity,2013,Kanye West,Hip-Hop,4.6,Motivational,8,West Sessions Vol. 5,187,English,95.3,0.693,0.731,0.364,0.201,0.384
Stars in Glow (K-Pop),1991,SEVENTEEN,K-Pop,3.74,Romantic,19,SEVENTEEN Sessions Vol. 5,207,Korean,104.2,0.591,0.83,0.838,0.0,0.066
Sky of Light,2009,Nicki Minaj,Hip-Hop,3.71,Energetic,13,Minaj Sessions Vol. 5,300,English,104.2,0.893,0.557,0.167,0.107,0.296
Storm of Echoes,1992,Kanye West,Hip-Hop,5.0,Calm,12,West Sessions Vol. 1,151,English,97.4,0.813,0.697,0.669,0.179,0.179
Heart and Gravity (Jazz),1998,Diana Krall,Jazz,4.79,Melancholic,23,Krall Sessions Vol. 6,202,English,93.0,0.498,0.417,0.413,0.664,0.046
Paradise to Rush (Electronic),2007,David Guetta,Electronic,3.88,Happy,13,Guetta Sessions Vol. 2,217,English,105.9,0.742,0.634,0.839,0.101,0.053
Home to Moon,1996,Sonu Nigam,Bollywood,3.71,Happy,78,Nigam Sessions Vol. 1,189,Hindi,120.0,0.699,0.843,1.0,0.33,0.042
Echoes the Feel (Rock),2014,Linkin Park,Rock,3.31,Happy,52,Park Sessions Vol. 4,196,English,141.5,0.927,0.719,0.608,0.174,0.051
Alone the Sun (Pop),2007,Taylor Swift,Pop,4.27,Romantic,11,Swift Sessions Vol. 5,197,English,98.9,0.557,0.804,0.916,0.048,0.0
Again the Love (Bollywood),2016,A.R. Rahman,Bollywood,3.75,Chill,3,Rahman Sessions Vol. 2,209,Hindi,85.7,0.592,0.785,0.602,0.275,0.077
Silence of Roads (Rock),2004,Linkin Park,Rock,3.52,Happy,68,Park Sessions Vol. 5,206,English,126.6,1.0,0.733,0.868,0.216,0.04
Night with Alone,2008,Dua Lipa,Pop,3.75,Chill,14,Lipa Sessions Vol. 6,209,English,109.9,0.633,0.705,0.498,0.363,0.137
Home to Rush,2007,Ludovico Einaudi,Classical,4.46,Romantic,55,Einaudi Sessions Vol. 4,173,Instrumental,82.8,0.135,0.189,0.773,0.9,0.038
Roads with Feel,1994,Yiruma,Classical,4.87,Calm,11,Yiruma Sessions Vol. 1,254,Instrumental,103.6,0.358,0.162,0.581,0.817,0.035
Love to Heart,2020,TWICE,K-Pop,3.54,Happy,50,TWICE Sessions Vol. 6,276,Korean,131.9,0.631,0.737,0.767,0.196,0.083
Light and Gravity,2015,The Weeknd,Pop,3.9,Happy,9,Weeknd Sessions Vol. 6,199,English,128.4,0.852,0.637,0.787,0.076,0.136
Gravity the Gravity (Classical),2002,Hans Zimmer,Classical,3.77,Calm,11,Zimmer Sessions Vol. 2,229,Instrumental,62.1,0.081,0.187,0.633,0.998,0.013
Light for Night,2017,Hans Zimmer,Classical,3.76,Sad,26,Zimmer Sessions Vol. 4,223,Instrumental,73.3,0.218,0.172,0.003,0.914,0.044
Arijit's Memories and Paradise,2017,Arijit Singh,Bollywood,4.12,Calm,22,Singh Sessions Vol. 3,243,Hindi,117.4,0.283,0.541,0.544,0.188,0.098
Stars for Fire,2001,Marshmello,Electronic,3.7,Melancholic,7,Marshmello Sessions Vol. 3,238,Instrumental,112.7,0.954,0.814,0.515,0.0,0.02
Sun of Forever (Jazz),2023,Kamasi Washington,Jazz,5.0,Calm,74,Washington Sessions Vol. 6,206,English,94.5,0.259,0.477,0.432,0.475,0.085
Night the Home,2025,Shreya Ghoshal,Bollywood,3.7,Sad,4,Ghoshal Sessions Vol. 6,146,Hindi,104.2,0.674,0.704,0.65,0.393,0.165
Dreams and Horizon (Indie),1993,The 1975,Indie,3.71,Sad,41,1975 Sessions Vol. 2,202,English,85.5,0.575,0.582,0.381,0.163,0.143
Memories to Paradise (Hip-Hop),1999,Kanye West,Hip-Hop,3.67,Sad,14,West Sessions Vol. 3,160,English,81.8,0.928,0.673,0.595,0.129,0.238
Waves for Alone,2004,TWICE,K-Pop,3.85,Romantic,33,TWICE Sessions Vol. 3,169,Korean,88.6,0.55,0.641,0.797,0.112,0.131
Home to Horizon,1999,A.R. Rahman,Bollywood,4.23,Romantic,12,Rahman Sessions Vol. 6,197,Hindi,116.0,0.519,0.448,0.8,0.213,0.072
Stars of Paradise,1991,Travis Scott,Hip-Hop,4.21,Happy,2,Scott Sessions Vol. 3,120,English,102.0,0.897,0.831,0.733,0.157,0.271
Glow for Glow,2015,Sonu Nigam,Bollywood,3.0,Chill,70,Nigam Sessions Vol. 6,227,Hindi,117.7,0.582,0.614,0.583,0.286,0.025
Roads the Fire (Classical),2025,Yiruma,Classical,4.9,Calm,42,Yiruma Sessions Vol. 4,256,Instrumental,70.1,0.379,0.08,0.422,0.837,0.011
Again to Alone,2004,The Weeknd,Pop,3.89,Happy,11,Weeknd Sessions Vol. 5,195,English,103.1,0.952,0.596,0.887,0.276,0.04
Sun the Hold (Pop),2020,Taylor Swift,Pop,3.15,Melancholic,158,Swift Sessions Vol. 3,208,English,114.5,0.747,0.764,0.633,0.249,0.102
Linkin's Run of Light,2013,Linkin Park,Rock,4.32,Energetic,3,Park Sessions Vol. 2,162,English,111.1,0.702,0.629,0.663,0.0,0.06
Fire and Echoes,2017,BTS,K-Pop,4.27,Happy,7,BTS Sessions Vol. 6,210,Korean,97.6,0.789,0.821,0.797,0.113,0.016
Moon with Glow,2001,Bad Bunny,Latin,5.0,Energetic,73,Bunny Sessions Vol. 4,265,Spanish,107.8,0.553,0.812,0.688,0.44,0.125
Waves and Rush (Classical),2018,Max Richter,Classical,4.25,Melancholic,39,Richter Sessions Vol. 2,242,Instrumental,76.4,0.409,0.157,0.346,0.875,0.027
Fire of Paradise (K-Pop),2009,BTS,K-Pop,3.39,Chill,11,BTS Sessions Vol. 6,127,Korean,89.3,0.869,0.665,0.581,0.242,0.116
Moon and Waves,2002,BLACKPINK,K-Pop,4.72,Happy,44,BLACKPINK Sessions Vol. 1,169,Korean,108.3,0.772,0.695,0.794,0.261,0.124
Home for Feel,2015,Zedd,Electronic,4.57,Energetic,70,Zedd Sessions Vol. 6,215,English,123.2,1.0,0.746,0.497,0.102,0.014
A.R.'s Heart and Love,2016,A.R. Rahman,Bollywood,4.76,Chill,31,Rahman Sessions Vol. 4,201,Hindi,155.9,0.517,0.784,0.65,0.44,0.093
Sun in Fire,2017,The 1975,Indie,3.68,Romantic,4,1975 Sessions Vol. 3,185,English,114.5,0.563,0.767,0.778,0.738,0.077
Memories with River (Electronic),2014,Calvin Harris,Electronic,3.88,Melancholic,84,Harris Sessions Vol. 1,188,English,131.4,0.937,0.737,0.636,0.082,0.083
Gravity to Heart,2001,Dua Lipa,Pop,3.79,Happy,31,Lipa Sessions Vol. 3,276,English,127.5,0.742,0.806,0.563,0.332,0.127
